time,cpu %,memory %
2024-06-10 16:38:12,38.63,0.11
2024-06-10 16:38:16,90.13,0.11
2024-06-10 16:38:20,111.88,0.11
2024-06-10 16:38:24,83.84,0.11
2024-06-10 16:38:28,62.18,0.11
2024-06-10 16:38:32,57.70,0.11
2024-06-10 16:38:36,3.02,0.11
2024-06-10 16:38:40,25.13,0.11
2024-06-10 16:38:44,47.40,0.11
2024-06-10 16:38:48,3.93,0.11
2024-06-10 16:38:52,3.30,0.11
2024-06-10 16:38:56,0.02,0.11
2024-06-10 16:39:00,0.02,0.11
2024-06-10 16:39:04,68.51,0.11
2024-06-10 16:39:08,37.87,0.11
2024-06-10 16:39:12,30.00,0.11
2024-06-10 16:39:17,42.84,0.11
2024-06-10 16:39:21,20.09,0.11
2024-06-10 16:39:25,12.35,0.11
2024-06-10 16:39:29,32.67,0.11
2024-06-10 16:39:33,13.94,0.11
2024-06-10 16:39:37,27.87,0.11
2024-06-10 16:39:41,3.00,0.11
2024-06-10 16:39:45,4.23,0.11
2024-06-10 16:39:49,2.72,0.11
2024-06-10 16:39:53,5.21,0.11
2024-06-10 16:39:57,2.44,0.11
2024-06-10 16:40:01,2.71,0.11
2024-06-10 16:40:05,1.25,0.11
2024-06-10 16:40:09,0.05,0.11
2024-06-10 16:40:13,0.07,0.11
2024-06-10 16:40:17,0.02,0.11
2024-06-10 16:40:21,0.02,0.11
2024-06-10 16:40:25,82.40,0.12
2024-06-10 16:40:29,39.15,0.11
2024-06-10 16:40:33,50.43,0.11
2024-06-10 16:40:37,40.81,0.11
2024-06-10 16:40:41,39.07,0.11
2024-06-10 16:40:45,35.58,0.11
2024-06-10 16:40:49,33.52,0.11
2024-06-10 16:40:53,3.10,0.11
2024-06-10 16:40:57,3.02,0.11
2024-06-10 16:41:01,2.45,0.11
2024-06-10 16:41:05,2.96,0.11
2024-06-10 16:41:09,6.32,0.11
2024-06-10 16:41:13,3.91,0.11
2024-06-10 16:41:17,4.13,0.11
2024-06-10 16:41:21,3.58,0.11
2024-06-10 16:41:25,0.02,0.11
2024-06-10 16:41:29,0.02,0.11
